Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
2085,-2.960205078,-2.844238281,-5.947021484,486,-515,324
2090,-2.963134766,-2.846679688,-5.946777344,505,-471,343
2095,-2.956054688,-2.844726563,-5.944335938,489,-493,325
2100,-2.956054688,-2.848144531,-5.948486328,495,-472,327
2105,-2.957763672,-2.848632813,-5.940673828,515,-492,318
2110,-2.962402344,-2.842529297,-5.957275391,500,-488,299
2115,-2.959228516,-2.846679688,-5.943359375,501,-495,308
2120,-2.957519531,-2.847167969,-5.948974609,509,-490,312
2125,-2.95703125,-2.841552734,-5.950439453,496,-471,330
2130,-2.958007813,-2.843017578,-5.940429688,484,-497,334
2135,-2.955078125,-2.844238281,-5.951416016,465,-499,334
2140,-2.958496094,-2.843017578,-5.948974609,482,-486,312
2145,-2.957763672,-2.84765625,-5.954345703,489,-510,320
2150,-2.952880859,-2.850097656,-5.950927734,479,-494,321
2155,-2.956542969,-2.846923828,-5.946044922,494,-473,343
2160,-2.958251953,-2.847900391,-5.950683594,498,-503,326
2165,-2.954833984,-2.84375,-5.945800781,509,-483,331
2170,-2.952880859,-2.848388672,-5.948974609,487,-505,322
2176,-2.957763672,-2.843994141,-5.948730469,491,-504,313
2181,-2.956054688,-2.846435547,-5.948242188,494,-460,327
2186,-2.960205078,-2.845947266,-5.953369141,477,-503,316
2191,-2.959960938,-2.844238281,-5.947753906,475,-485,314
2196,-2.957275391,-2.845214844,-5.947753906,478,-485,315
2201,-2.958007813,-2.842041016,-5.952880859,488,-482,290
2206,-2.959472656,-2.847900391,-5.947998047,510,-513,298
2211,-2.962890625,-2.842285156,-5.948242188,516,-493,320
2216,-2.959228516,-2.84765625,-5.9453125,491,-490,341
2221,-2.959472656,-2.848876953,-5.944580078,488,-497,314
2226,-2.957519531,-2.843994141,-5.945800781,484,-488,315
2231,-2.956787109,-2.843505859,-5.9453125,489,-480,312
2236,-2.962402344,-2.84375,-5.947998047,484,-479,336
2241,-2.9609375,-2.846191406,-5.9453125,493,-485,314
2246,-2.955322266,-2.844482422,-5.946777344,493,-473,295
2251,-2.958007813,-2.845214844,-5.947509766,492,-504,328
2256,-2.956298828,-2.842529297,-5.946289063,488,-475,322
2261,-2.953857422,-2.844970703,-5.953125,467,-471,312
2266,-2.961425781,-2.844238281,-5.941894531,481,-482,308
2271,-2.958984375,-2.850341797,-5.945556641,490,-460,325
