Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
1904,-1.927978516,-2.84765625,-4.946777344,468,-483,351
1909,-1.927490234,-2.841796875,-4.939697266,495,-468,332
1914,-1.9296875,-2.840820313,-4.938476563,482,-498,324
1919,-1.931152344,-2.840087891,-4.940429688,467,-483,317
1925,-1.930419922,-2.840576172,-4.93359375,464,-474,351
1930,-1.931396484,-2.841552734,-4.944580078,457,-497,325
1935,-1.931152344,-2.844238281,-4.943603516,486,-483,313
1940,-1.932373047,-2.843017578,-4.942626953,495,-480,350
1945,-1.932373047,-2.840820313,-4.938232422,470,-494,339
1950,-1.933349609,-2.844238281,-4.935546875,504,-500,330
1955,-1.931396484,-2.844238281,-4.944335938,482,-493,338
1960,-1.9296875,-2.838623047,-4.938720703,496,-487,341
1965,-1.928222656,-2.845214844,-4.9375,479,-485,332
1970,-1.931152344,-2.844726563,-4.932617188,477,-507,346
1975,-1.9296875,-2.840087891,-4.94140625,472,-493,337
1980,-1.931640625,-2.840820313,-4.941162109,484,-496,330
1985,-1.928466797,-2.844238281,-4.940917969,459,-495,338
1990,-1.934814453,-2.842529297,-4.944580078,461,-492,348
1995,-1.931884766,-2.843505859,-4.944580078,500,-487,344
2000,-1.932861328,-2.840576172,-4.940429688,489,-494,334
2005,-1.927978516,-2.838134766,-4.943359375,466,-518,340
2010,-1.930664063,-2.840820313,-4.937988281,477,-501,343
2015,-1.9296875,-2.841552734,-4.944335938,476,-474,331
2020,-1.927734375,-2.843017578,-4.949462891,480,-484,331
2025,-1.928222656,-2.839599609,-4.948242188,473,-482,330
2030,-1.929931641,-2.840820313,-4.938964844,460,-497,336
2035,-1.931152344,-2.83984375,-4.943359375,486,-478,348
2040,-1.934326172,-2.843017578,-4.947021484,496,-486,324
2045,-1.928466797,-2.841796875,-4.936279297,458,-474,321
2050,-1.935302734,-2.843017578,-4.940429688,486,-483,344
2055,-1.931640625,-2.843261719,-4.939697266,468,-470,334
2061,-1.927490234,-2.841064453,-4.934570313,480,-490,358
